execution_time,timestamp,cpu_utilization,memory_usage, cpu_temperature
29,2023-05-24 10:56:34.998388,0,0,0
29,2023-05-24 10:56:35.035315,0,0,0
23,2023-05-24 10:56:35.067334,0,0,0
23,2023-05-24 10:56:35.097278,0,0,0
21,2023-05-24 10:56:35.126716,0,0,0
23,2023-05-24 10:56:35.156422,0,0,0
23,2023-05-24 10:56:35.186387,0,0,0
25,2023-05-24 10:56:35.222489,0,0,0
25,2023-05-24 10:56:35.253424,0,0,0
28,2023-05-24 10:56:35.286588,0,0,0
28,2023-05-24 10:56:35.319393,0,0,0
26,2023-05-24 10:56:35.350741,0,0,0
23,2023-05-24 10:56:35.380313,0,0,0
26,2023-05-24 10:56:35.412078,0,0,0
23,2023-05-24 10:56:35.440894,0,0,0
25,2023-05-24 10:56:35.471687,0,0,0
26,2023-05-24 10:56:35.503131,0,0,0
26,2023-05-24 10:56:35.537463,0,0,0
26,2023-05-24 10:56:35.570037,0,0,0
25,2023-05-24 10:56:35.602139,0,0,0
23,2023-05-24 10:56:35.632378,0,0,0
23,2023-05-24 10:56:35.664051,0,0,0
23,2023-05-24 10:56:35.693916,0,0,0
31,2023-05-24 10:56:35.731660,0,0,0
26,2023-05-24 10:56:35.763899,0,0,0
27,2023-05-24 10:56:35.798146,0,0,0
26,2023-05-24 10:56:35.831013,0,0,0
24,2023-05-24 10:56:35.861126,0,0,0
24,2023-05-24 10:56:35.892339,0,0,0
29,2023-05-24 10:56:35.928624,0,0,0
37,2023-05-24 10:56:35.972281,0,0,0
24,2023-05-24 10:56:36.003174,0,0,0
21,2023-05-24 10:56:36.031015,0,0,0
23,2023-05-24 10:56:36.061027,0,0,0
23,2023-05-24 10:56:36.090774,0,0,0
23,2023-05-24 10:56:36.120592,0,0,0
31,2023-05-24 10:56:36.157764,0,0,0
29,2023-05-24 10:56:36.193048,0,0,0
26,2023-05-24 10:56:36.225507,0,0,0
26,2023-05-24 10:56:36.258424,0,0,0
26,2023-05-24 10:56:36.291434,0,0,0
26,2023-05-24 10:56:36.323588,0,0,0
26,2023-05-24 10:56:36.356030,0,0,0
26,2023-05-24 10:56:36.388696,0,0,0
26,2023-05-24 10:56:36.420826,0,0,0
26,2023-05-24 10:56:36.453159,0,0,0
26,2023-05-24 10:56:36.485904,0,0,0
26,2023-05-24 10:56:36.518156,0,0,0
26,2023-05-24 10:56:36.551166,0,0,0
26,2023-05-24 10:56:36.583994,0,0,0
26,2023-05-24 10:56:36.616493,0,0,0
26,2023-05-24 10:56:36.648202,0,0,0
26,2023-05-24 10:56:36.680716,0,0,0
26,2023-05-24 10:56:36.713180,0,0,0
26,2023-05-24 10:56:36.745910,0,0,0
25,2023-05-24 10:56:36.777788,0,0,0
29,2023-05-24 10:56:36.812899,0,0,0
26,2023-05-24 10:56:36.844945,0,0,0
26,2023-05-24 10:56:36.877487,0,0,0
26,2023-05-24 10:56:36.910226,0,0,0
25,2023-05-24 10:56:36.942046,0,0,0
24,2023-05-24 10:56:36.973087,0,0,0
24,2023-05-24 10:56:37.004131,0,0,0
25,2023-05-24 10:56:37.035835,0,0,0
